id,chunk_id,label,statement,context,label_reason,subject_tags,chapter,chapter_title
104863,22,TRUE,Multiple AI agents can be orchestrated to collaborate on shared missions and workflows.,CrewAI agent-based orchestration and LangChain framework,"Passage explicitly describes orchestrating multiple agents with missions, tasks, and workflows using CrewAI and LangChain.","agentic-ai,planning,tools",12,Agentic AI
104864,22,TRUE,"Multiple AI agents can collaborate using CrewAI to structure missions, tasks, and workflows.",CrewAI framework for orchestrating multiple AI agents,"Passage explicitly states agents collaborate on shared objectives using missions, tasks, and workflows via CrewAI.","agentic-ai,planning,tools",12,Agentic AI
104865,82,mostly-true,"The preprocessing pipeline extracts audio features, tokenizes transcripts, and attaches speaker embeddings for voice-clone detection.","dataset preprocessing using map(), speaker embedding, tokenization",Procedure is described in passage; minor caveat omits specifics of feature types or embedding model.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104866,82,mostly-true,"The code preprocesses audio–text pairs by tokenizing transcripts, extracting audio features, and adding speaker embeddings.","data preprocessing with map(), tokenization, speaker embedding","Passage describes map() tokenizing transcripts, extracting audio features, and attaching speaker embeddings; minor details like exact feature types omitted.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104867,82,barely-true,The code reliably prevents deepfake voice cloning by using speaker embeddings and filtering.,dataset preprocessing with speaker embedding and train_test_split,Overstates guarantees: passage describes embedding and filtering but not actual deepfake prevention or defense evaluation.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104868,24,half-true,YOLOv5 is a CNN-based model that detects objects in real time but may miss small or atypical items.,pretrained YOLOv5 object detection model (CNN),"Correctly identifies YOLOv5 as CNN and real-time, but caveat about missing small/atypical objects mixes supported capability with an unstated limitation.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104869,24,pants-fire,YOLOv5 is a transformer-based model that uses self-attention for image classification.,YOLOv5 object detection CNN by Ultralytics,"Contradicts description: YOLOv5 is CNN-based, not transformer-based and does not primarily use self-attention.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104870,24,pants-fire,YOLOv5 is a transformer-based architecture that replaces all convolutions with attention.,YOLOv5 CNN-based object detection model by Ultralytics,"Directly contradicts passage specifying YOLOv5 is CNN-based and uses convolutions, not full transformer attention.","neural-networks,cnn,transformers",6,Neuron Building Blocks
104871,71,TRUE,The notebook loads a pre-trained model and processor after successful package installation.,Colab notebook loading a pre-trained model and processor,Passage explicitly says the code loads two pre-trained components: the model and the processor after install.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104872,71,mostly-true,The notebook loads a pre-trained model and processor that convert text into acoustic features.,pre-trained model and processor for text-to-acoustic conversion,Supported by passage describing processor formatting text and model performing text-to-acoustic feature conversion; minor operational caveat omitted.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104873,71,barely-true,The processor formats text while the model converts it into acoustic features for synthesis.,"pre-trained model and processor loading; processor, model, acoustic features",Mostly restates passage but overgeneralizes roles; omits installation and error-recovery context.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104874,5,half-true,A facial recognition system trained mostly on lighter-skinned images will sometimes misidentify darker-skinned people.,bias in facial recognition dataset,Accurately notes training-data bias causes misidentification but overstates frequency without dataset-specific error rates.,"ethics,governance,privacy",11,AI Ethics and Governance
104875,5,half-true,Facial recognition models always misidentify darker-skinned people due to biased training data.,bias in dataset and facial recognition model performance,Overstates universality; passage gives an example of lower accuracy but not that misidentification always occurs.,"ethics,governance,privacy",11,AI Ethics and Governance
104876,5,FALSE,Facial recognition systems are equally accurate across all skin tones.,bias in facial recognition dataset and model training,Contradicts passage example stating models trained on lighter-skinned images underperform on darker skin tones.,"ethics,governance,privacy",11,AI Ethics and Governance
104877,138,FALSE,Adam optimizer consistently worsens training stability on handwritten digit datasets.,optimizer behavior during handwritten digits training (Adam),Contradicts passage: Adam is described as improving focus and steady learning despite dataset variation.,"deep-learning,frameworks,tensors",5,Deep Learning
104878,138,TRUE,Adam optimizer helps models train more steadily on varied handwritten digit datasets.,training on handwritten digits dataset (optimizer Adam),Passage states Adam prevents zigzagging and maintains steady learning despite digit variation and inconsistencies.,"deep-learning,frameworks,tensors",5,Deep Learning
104879,138,TRUE,The Adam optimizer helps models learn steadily when training on variable handwritten digits.,"training on handwritten digits dataset (e.g., MNIST) with optimizer Adam",Passage states Adam prevents zigzagging and maintains focus despite inconsistent digit examples.,"deep-learning,frameworks,tensors",5,Deep Learning
104880,12,FALSE,Librosa is a proprietary commercial toolkit for deepfake generation and distribution.,open-source projects and Librosa in media toolkit,Contradicts passage naming Librosa an open-source project; misstates licensing and purpose.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
104881,12,TRUE,Open-source audio and video tools like Librosa are essential parts of a media analysis toolkit.,media toolkit with Librosa and open-source projects,Passage explicitly cites Librosa and open-source projects as go-to companions for audio and video analysis.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
